UserId,Bin,Qty,ZoneCode,PickDate
Mcuevas,AD04101,1,FLOOR,12/1/17 10:51:25
Mcuevas,AD07103,2,FLOOR,12/1/17 10:51:57
Mcuevas,AE07203,1,5,12/1/17 10:52:33
Mcuevas,AG07502,1,7,12/1/17 10:53:58
Mcuevas,AL04501,1,12,12/1/17 10:55:46
Mcuevas,AL04501,1,12,12/1/17 10:56:05
Mcuevas,AB12502,1,2,12/1/17 11:00:16
Mcuevas,AB15503,1,2,12/1/17 11:02:08
Mcuevas,AA08102,1,FLOOR,12/1/17 10:58:08
Mcuevas,AA08102,1,FLOOR,12/1/17 10:59:34
Mcuevas,AB18403,1,2,12/1/17 11:01:31
Mcuevas,AB36202,3,FLOOR,12/1/17 11:03:37
Mcuevas,AL06503,1,12,12/1/17 11:07:14
Mcuevas,AB30202,1,FLOOR,12/1/17 11:04:53
Mcuevas,AB05401,1,2,12/1/17 11:05:56
Mcuevas,AL11402,1,12,12/1/17 11:09:43
Mcuevas,AL06503,1,12,12/1/17 11:07:33
Mcuevas,AL01501,1,12,12/1/17 11:08:35
Mcuevas,AC08202,1,3,12/1/17 11:12:23
Mcuevas,AC17102,1,FLOOR,12/1/17 11:13:06
Mcuevas,AC18101,1,FLOOR,12/1/17 11:13:59
Mcuevas,AC18101,1,FLOOR,12/1/17 11:14:18
Mcuevas,AC13101,2,FLOOR,12/1/17 11:15:12
NOtt,AC04202,1,3,12/1/17 10:54:39
NOtt,AW11103,1,FLOOR,12/1/17 10:52:05
NOtt,AA06501,2,1,12/1/17 11:00:50
rbarr,AV04501,1,22,12/1/17 11:02:24
rbarr,ARSTAG,1,VI,12/1/17 11:03:48
Crichards,AV02103,1,FLOOR,12/1/17 11:05:46
Crichards,AA04402,1,1,12/1/17 11:07:10
NOtt,AW01102,1,FLOOR,12/1/17 11:04:37
Wdecker,AA18401,1,1,12/1/17 11:04:47
Wdecker,AA12401,1,1,12/1/17 11:05:41
Wdecker,AD18303,1,4,12/1/17 11:10:52
Wdecker,AC11101,2,FLOOR,12/1/17 11:07:16
Wdecker,AC11101,2,FLOOR,12/1/17 11:07:39
Wdecker,AD08101,1,FLOOR,12/1/17 11:09:12
NOtt,AW08402,3,23,12/1/17 11:09:53
NOtt,AD10201,1,4,12/1/17 11:12:50
NOtt,AD03203,1,4,12/1/17 11:14:15
NOtt,AD03203,1,4,12/1/17 11:13:55
NOtt,AD03103,1,FLOOR,12/1/17 11:15:26
rbarr,AV29101,81,FLOOR,12/1/17 11:17:18
rbarr,AX12201,1,24,12/1/17 11:18:38
rbarr,AX08303,3,24,12/1/17 11:19:55
rbarr,AN16401,1,14,12/1/17 11:22:06
rbarr,AD07101,1,FLOOR,12/1/17 11:23:39
rbarr,AD12102,2,FLOOR,12/1/17 11:25:19
rbarr,AC10203,1,3,12/1/17 11:25:54
rbarr,AC14201,2,3,12/1/17 11:26:30
rbarr,AC14201,1,3,12/1/17 11:26:55
rbarr,AC14201,2,3,12/1/17 11:27:05
rbarr,AC15102,1,FLOOR,12/1/17 11:28:48
rbarr,AC15102,1,FLOOR,12/1/17 11:29:04
rbarr,AC10102,1,FLOOR,12/1/17 11:28:07
rbarr,AV06101,1,FLOOR,12/1/17 11:13:36
rbarr,AV05102,1,FLOOR,12/1/17 11:13:04
rbarr,ARSTAG,3,VI,12/1/17 11:07:13
rbarr,AC15102,1,FLOOR,12/1/17 11:30:20
rbarr,AC15102,1,FLOOR,12/1/17 11:29:44
rbarr,AC15102,1,FLOOR,12/1/17 11:29:59
rbarr,AC03102,1,FLOOR,12/1/17 11:35:50
rbarr,AC04202,1,3,12/1/17 11:36:34
rbarr,AC01201,1,3,12/1/17 11:38:43
rbarr,AF06202,1,6,12/1/17 11:40:05
rbarr,AB04401,1,2,12/1/17 11:42:13
Crichards,AM07401,1,13,12/1/17 11:12:58
Crichards,AC06101,1,FLOOR,12/1/17 11:10:51
Crichards,AG15401,1,7,12/1/17 11:19:35
Crichards,AK13302,3,11,12/1/17 11:17:18
Crichards,AD18303,1,4,12/1/17 11:15:41
Crichards,AD04102,1,FLOOR,12/1/17 11:14:24
Agage,FR06502,6,FLOOR,12/1/17 11:13:22
Agage,AK02103,2,FLOOR,12/1/17 11:15:11
Agage,AL02101,2,FLOOR,12/1/17 11:15:37
Agage,AR06103,1,FLOOR,12/1/17 11:16:54
Agage,AC06103,1,FLOOR,12/1/17 11:20:22
Agage,AC07101,1,FLOOR,12/1/17 11:20:34
Agage,AC11103,1,FLOOR,12/1/17 11:21:19
Agage,AA08102,2,FLOOR,12/1/17 11:19:06
Agage,AL24103,1,FLOOR,12/1/17 11:17:51
Agage,AC17101,1,FLOOR,12/1/17 11:29:07
Agage,AE08102,1,FLOOR,12/1/17 11:27:14
Agage,AC10102,1,FLOOR,12/1/17 11:27:51
Agage,AE05101,1,FLOOR,12/1/17 11:26:44
Agage,AE04101,1,FLOOR,12/1/17 11:24:55
Agage,AE04101,1,FLOOR,12/1/17 11:25:14
Agage,AE02101,1,FLOOR,12/1/17 11:24:11
Agage,AC11103,1,FLOOR,12/1/17 11:22:22
Agage,AE05102,1,FLOOR,12/1/17 11:23:22
Agage,AC11103,1,FLOOR,12/1/17 11:21:57
Agage,AE06103,1,FLOOR,12/1/17 11:23:34
Agage,FR02504,6,FLOOR,12/1/17 11:10:52
Agage,FR06304,6,FLOOR,12/1/17 11:12:38
Agage,FR06203,6,FLOOR,12/1/17 11:12:02
HARREDONDO,AX16302,1,24,12/1/17 11:12:33
HARREDONDO,AD16101,2,FLOOR,12/1/17 11:13:58
HARREDONDO,AB16501,1,2,12/1/17 11:10:33
HARREDONDO,AB14403,1,2,12/1/17 11:09:48
HARREDONDO,AG05503,1,7,12/1/17 11:18:04
HARREDONDO,AG22101,1,FLOOR,12/1/17 11:19:05
HARREDONDO,AW01101,1,FLOOR,12/1/17 11:16:36
HARREDONDO,AD18303,2,4,12/1/17 11:14:43
twilkinson,AE01102,1,FLOOR,12/1/17 11:15:16
twilkinson,AE08102,1,FLOOR,12/1/17 11:16:43
twilkinson,AE08102,1,FLOOR,12/1/17 11:16:05
twilkinson,AD05101,1,FLOOR,12/1/17 11:17:18
twilkinson,AD08102,1,FLOOR,12/1/17 11:17:46
twilkinson,AD13103,1,FLOOR,12/1/17 11:18:25
twilkinson,AD13103,1,FLOOR,12/1/17 11:18:45
twilkinson,AD13103,2,FLOOR,12/1/17 11:18:58
twilkinson,AA08102,1,FLOOR,12/1/17 11:14:18
twilkinson,AA05503,1,1,12/1/17 11:13:54
twilkinson,AA13503,1,1,12/1/17 11:13:20
twilkinson,AH12303,1,8,12/1/17 11:12:22
twilkinson,AA13503,1,1,12/1/17 11:13:02
Mcuevas,AG16102,2,FLOOR,12/1/17 11:19:24
Mcuevas,AH01401,1,8,12/1/17 11:18:01
NOtt,AC01201,4,3,12/1/17 11:21:36
NOtt,AG13102,1,FLOOR,12/1/17 11:26:14
NOtt,AE18102,8,FLOOR,12/1/17 11:25:27
NOtt,AD16101,14,FLOOR,12/1/17 11:24:14
NOtt,AP16303,1,16,12/1/17 11:28:11
NOtt,FR01504,5,FLOOR,12/1/17 11:31:02
HARREDONDO,AV31101,1,FLOOR,12/1/17 11:30:24
HARREDONDO,AN16401,1,14,12/1/17 11:31:54
HARREDONDO,AC07202,1,3,12/1/17 11:35:51
HARREDONDO,AC07202,1,3,12/1/17 11:35:10
HARREDONDO,AC07202,1,3,12/1/17 11:34:37
HARREDONDO,AC07202,1,3,12/1/17 11:34:53
HARREDONDO,AA08102,1,FLOOR,12/1/17 11:33:10
HARREDONDO,AC08403,2,3,12/1/17 11:33:54
HARREDONDO,AS13301,1,19,12/1/17 11:41:15
HARREDONDO,AS03102,1,FLOOR,12/1/17 11:40:32
HARREDONDO,AB03501,1,2,12/1/17 11:39:12
HARREDONDO,AC07202,1,3,12/1/17 11:35:36
HARREDONDO,AC05102,1,FLOOR,12/1/17 11:36:26
HARREDONDO,AC04101,1,FLOOR,12/1/17 11:36:46
HARREDONDO,AC02102,2,FLOOR,12/1/17 11:38:23
HARREDONDO,AV29101,11,FLOOR,12/1/17 11:29:42
HARREDONDO,AV31203,2,FLOOR,12/1/17 11:28:09
HARREDONDO,AX12303,2,24,12/1/17 11:26:40
HARREDONDO,ARSTAG,2,VI,12/1/17 11:25:43
HARREDONDO,AX05302,1,24,12/1/17 11:25:15
HARREDONDO,AA08403,1,1,12/1/17 11:23:26
HARREDONDO,AA08102,1,FLOOR,12/1/17 11:24:13
HARREDONDO,AA08102,1,FLOOR,12/1/17 11:23:51
HARREDONDO,AG08301,1,FLOOR,12/1/17 11:22:10
Mcuevas,AC04202,1,3,12/1/17 11:36:42
Mcuevas,AB17403,1,2,12/1/17 11:39:25
Mcuevas,AC16101,1,FLOOR,12/1/17 11:38:42
Mcuevas,AB04502,1,2,12/1/17 11:40:34
Mcuevas,AU03503,1,21,12/1/17 11:43:09
Mcuevas,AW11103,3,FLOOR,12/1/17 11:44:33
Mcuevas,AC06403,1,3,12/1/17 11:33:37
Mcuevas,AC11302,4,3,12/1/17 11:35:02
Mcuevas,AC11302,1,3,12/1/17 11:35:24
Mcuevas,AA03402,1,1,12/1/17 11:31:48
Mcuevas,AA06501,1,1,12/1/17 11:32:28
Mcuevas,AA14403,1,1,12/1/17 11:30:36
Mcuevas,AA03402,1,1,12/1/17 11:31:32
Crichards,AD12102,1,FLOOR,12/1/17 11:30:12
Crichards,AD12102,1,FLOOR,12/1/17 11:30:40
Crichards,AD18401,1,4,12/1/17 11:33:21
Crichards,AE18303,1,5,12/1/17 11:34:13
Crichards,AE02203,1,5,12/1/17 11:37:22
Crichards,AA08102,1,FLOOR,12/1/17 11:26:24
Crichards,AA08502,1,1,12/1/17 11:25:45
Crichards,AD01201,1,4,12/1/17 11:27:55
Crichards,AD13103,2,FLOOR,12/1/17 11:29:22
Crichards,AD13103,1,FLOOR,12/1/17 11:29:37
Wdecker,AD06202,1,4,12/1/17 11:33:59
Wdecker,AD01103,1,FLOOR,12/1/17 11:35:08
Wdecker,AD13202,4,4,12/1/17 11:32:38
Wdecker,AD13103,2,FLOOR,12/1/17 11:31:45
Agage,AC17101,1,FLOOR,12/1/17 11:32:06
Agage,AC13101,1,FLOOR,12/1/17 11:32:49
Agage,AC13101,1,FLOOR,12/1/17 11:32:34
Agage,AC17101,1,FLOOR,12/1/17 11:31:43
Agage,AC12102,1,FLOOR,12/1/17 11:34:14
Agage,AC15101,1,FLOOR,12/1/17 11:33:32
Agage,AF14101,1,FLOOR,12/1/17 11:40:00
Agage,AF02103,1,FLOOR,12/1/17 11:38:49
Agage,AF04101,1,FLOOR,12/1/17 11:44:37
Agage,AF04101,1,FLOOR,12/1/17 11:44:59
Agage,AF14103,1,FLOOR,12/1/17 11:42:03
Agage,AF04101,1,FLOOR,12/1/17 11:44:17
Agage,AF06102,1,FLOOR,12/1/17 11:40:55
Agage,AD13103,2,FLOOR,12/1/17 11:47:53
NOtt,AK03103,1,FLOOR,12/1/17 11:33:31
NOtt,AE12403,1,5,12/1/17 11:36:26
Wdecker,AD08401,3,4,12/1/17 11:41:19
Wdecker,AD11102,1,FLOOR,12/1/17 11:43:22
Wdecker,AU07203,3,FLOOR,12/1/17 11:45:05
Wdecker,AD12103,1,FLOOR,12/1/17 11:39:46
Wdecker,AD15102,1,FLOOR,12/1/17 11:38:27
Wdecker,AU04202,6,FLOOR,12/1/17 11:46:10
Wdecker,AU01102,6,FLOOR,12/1/17 11:47:35
Wdecker,AJ01302,1,10,12/1/17 11:49:22
Crichards,AF02202,1,6,12/1/17 11:46:22
Crichards,AQ13201,1,17,12/1/17 11:47:52
Crichards,AE02202,1,5,12/1/17 11:38:42
Crichards,AE04202,2,5,12/1/17 11:39:08
Crichards,AE04202,1,5,12/1/17 11:39:22
Crichards,AF06301,2,6,12/1/17 11:45:31
Crichards,AL10501,2,12,12/1/17 11:44:02
Crichards,AE15201,1,5,12/1/17 11:41:30
Crichards,AB15302,1,FLOOR,12/1/17 11:42:51
NOtt,AA13401,1,1,12/1/17 11:56:41
NOtt,AB04402,1,2,12/1/17 12:02:13
NOtt,FR03103,1,FLOOR,12/1/17 12:04:15
NOtt,FR03404,1,FLOOR,12/1/17 12:05:32
NOtt,AA04502,1,1,12/1/17 11:59:50
NOtt,AN01202,1,14,12/1/17 12:12:33
rbarr,AW06101,1,FLOOR,12/1/17 11:47:05
rbarr,AI10303,2,9,12/1/17 11:53:13
HARREDONDO,AN15302,1,14,12/1/17 11:49:13
HARREDONDO,AS02203,1,19,12/1/17 11:46:58
HARREDONDO,AI04403,1,9,12/1/17 11:47:50
HARREDONDO,AS13301,1,19,12/1/17 11:46:03
twilkinson,AU16103,1,FLOOR,12/1/17 11:46:04
twilkinson,AU06501,1,21,12/1/17 11:48:16
twilkinson,AJ17401,2,10,12/1/17 11:49:46
Mcuevas,AJ13203,1,10,12/1/17 11:50:16
twilkinson,AD10201,1,4,12/1/17 11:58:37
twilkinson,AD14201,1,4,12/1/17 11:59:00
twilkinson,AB17403,2,2,12/1/17 11:57:14
twilkinson,AE10203,1,5,12/1/17 11:58:05
twilkinson,AC13101,1,FLOOR,12/1/17 11:59:51
Crichards,AH12303,1,8,12/1/17 11:55:17
HARREDONDO,AE02302,1,5,12/1/17 11:55:04
Mcuevas,AE02101,2,FLOOR,12/1/17 11:55:52
Mcuevas,AE04101,1,FLOOR,12/1/17 11:54:57
Mcuevas,AE02101,1,FLOOR,12/1/17 11:56:34
Mcuevas,AE04101,1,FLOOR,12/1/17 11:58:16
Mcuevas,AE03101,1,FLOOR,12/1/17 11:57:48
Mcuevas,AA08102,4,FLOOR,12/1/17 11:57:08
Mcuevas,AE07102,1,FLOOR,12/1/17 11:58:43
Wdecker,FR05304,3,FLOOR,12/1/17 11:58:07
Wdecker,AL15203,1,FLOOR,12/1/17 11:55:55
Wdecker,AA03402,3,1,12/1/17 12:00:36
HARREDONDO,AV31203,1,FLOOR,12/1/17 11:58:03
Crichards,AB16103,1,FLOOR,12/1/17 11:58:39
Crichards,AW08402,1,23,12/1/17 12:02:18
rbarr,AH04303,1,8,12/1/17 12:02:46
rbarr,AA11502,1,1,12/1/17 11:58:09
rbarr,AA12102,2,FLOOR,12/1/17 12:11:35
rbarr,AA17503,1,1,12/1/17 12:10:06
rbarr,AA14403,2,1,12/1/17 12:10:38
rbarr,AF01103,2,FLOOR,12/1/17 12:13:03
rbarr,AF14102,2,FLOOR,12/1/17 12:14:39
rbarr,AF14102,2,FLOOR,12/1/17 12:14:53
rbarr,AF14102,2,FLOOR,12/1/17 12:15:12
rbarr,AA06501,1,1,12/1/17 12:08:06
rbarr,AA03402,1,1,12/1/17 12:04:44
rbarr,AA03402,1,1,12/1/17 12:04:57
rbarr,AA03402,1,1,12/1/17 12:05:09
rbarr,AA03402,1,1,12/1/17 12:05:18
rbarr,AF14102,1,FLOOR,12/1/17 12:14:23
rbarr,AF04103,1,FLOOR,12/1/17 12:16:33
rbarr,AF04101,15,FLOOR,12/1/17 12:19:53
HARREDONDO,AW08402,1,23,12/1/17 12:00:26
twilkinson,AD07201,40,4,12/1/17 12:03:38
HARREDONDO,AA15403,10,1,12/1/17 12:08:53
HARREDONDO,AA12401,1,1,12/1/17 12:09:32
HARREDONDO,AA06501,1,1,12/1/17 12:06:35
HARREDONDO,AA06501,1,1,12/1/17 12:06:52
HARREDONDO,AA06203,1,FLOOR,12/1/17 12:07:18
HARREDONDO,AA15403,1,1,12/1/17 12:08:02
HARREDONDO,AA06501,1,1,12/1/17 12:05:53
HARREDONDO,AA06501,1,1,12/1/17 12:06:13
HARREDONDO,AG05402,1,7,12/1/17 12:15:16
HARREDONDO,AC07101,1,FLOOR,12/1/17 12:13:22
HARREDONDO,AC04101,1,FLOOR,12/1/17 12:12:39
HARREDONDO,AC06103,1,FLOOR,12/1/17 12:13:01
HARREDONDO,AB22102,1,FLOOR,12/1/17 12:10:26
HARREDONDO,AC17102,1,FLOOR,12/1/17 12:11:01
HARREDONDO,AA08502,1,1,12/1/17 12:20:28
HARREDONDO,AK06102,1,FLOOR,12/1/17 12:18:01
HARREDONDO,AK17401,1,11,12/1/17 12:18:58
HARREDONDO,AK18103,1,FLOOR,12/1/17 12:16:36
HARREDONDO,AD08102,2,FLOOR,12/1/17 12:14:26
HARREDONDO,AA08502,1,1,12/1/17 12:20:54
HARREDONDO,AA08502,1,1,12/1/17 12:21:18
HARREDONDO,AA05503,1,1,12/1/17 12:22:02
Mcuevas,AD06201,1,4,12/1/17 12:15:38
Mcuevas,AD12201,1,4,12/1/17 12:17:01
Mcuevas,FR03404,1,FLOOR,12/1/17 12:04:08
Crichards,AD18303,2,4,12/1/17 12:06:27
Crichards,AP14301,1,16,12/1/17 12:08:03
Wdecker,AG01203,1,FLOOR,12/1/17 12:06:30
twilkinson,AU03101,1,FLOOR,12/1/17 12:08:04
twilkinson,AL22202,1,FLOOR,12/1/17 12:12:09
twilkinson,AF15103,1,FLOOR,12/1/17 12:10:37
twilkinson,ARSTAG,1,VI,12/1/17 12:10:57
twilkinson,AC01103,2,FLOOR,12/1/17 12:14:35
twilkinson,AT07402,1,20,12/1/17 12:20:23
twilkinson,ARSTAG,1,VI,12/1/17 12:22:18
NOtt,AD18102,4,FLOOR,12/1/17 12:16:14
NOtt,AD17102,4,FLOOR,12/1/17 12:15:33
Crichards,AV31203,1,FLOOR,12/1/17 12:17:41
Wdecker,AG24202,1,FLOOR,12/1/17 12:18:15
NOtt,AD13202,1,4,12/1/17 12:19:28
NOtt,AD13202,1,4,12/1/17 12:20:47
NOtt,AD13202,1,4,12/1/17 12:20:06
NOtt,AD13202,1,4,12/1/17 12:21:28
NOtt,AD13202,1,4,12/1/17 12:22:01
Crichards,AA18401,1,1,12/1/17 12:20:58
Crichards,AA03402,3,1,12/1/17 12:26:38
Crichards,AM04202,1,13,12/1/17 13:02:22
Crichards,AA04501,1,1,12/1/17 13:03:45
Crichards,AA04501,1,1,12/1/17 13:04:03
Crichards,AA05503,2,1,12/1/17 13:04:44
Crichards,AC08402,2,3,12/1/17 13:06:17
Crichards,AC13301,1,3,12/1/17 13:09:03
Crichards,AC17401,1,3,12/1/17 13:09:57
Crichards,AD08101,2,FLOOR,12/1/17 13:14:16
Crichards,AD08101,1,FLOOR,12/1/17 13:14:48
Crichards,AD03103,1,FLOOR,12/1/17 13:17:24
Crichards,AD08401,2,4,12/1/17 13:18:29
Crichards,AD02303,1,4,12/1/17 13:21:08
Crichards,AF06102,4,FLOOR,12/1/17 13:22:23
Crichards,AF18202,1,6,12/1/17 13:23:58
Crichards,AF12102,6,FLOOR,12/1/17 13:25:03
Mcuevas,AD18101,1,FLOOR,12/1/17 12:22:45
Mcuevas,AM13103,1,FLOOR,12/1/17 12:23:43
Mcuevas,AO14202,1,15,12/1/17 12:24:21
Mcuevas,AD18303,1,4,12/1/17 12:22:08
Wdecker,AC01201,1,3,12/1/17 12:20:58
Wdecker,AI06302,1,9,12/1/17 12:27:11
Wdecker,AU14402,1,21,12/1/17 12:22:50
Wdecker,AO02103,1,FLOOR,12/1/17 13:02:37
Wdecker,AO15302,1,15,12/1/17 13:01:11
Wdecker,AO05102,1,FLOOR,12/1/17 13:02:07
Wdecker,AN06102,4,FLOOR,12/1/17 13:06:44
Wdecker,AG22101,4,FLOOR,12/1/17 13:04:51
Wdecker,FR06502,2,FLOOR,12/1/17 13:15:15
Wdecker,FR06304,2,FLOOR,12/1/17 13:15:41
Wdecker,FR06203,2,FLOOR,12/1/17 13:16:17
Wdecker,FR05101,1,FLOOR,12/1/17 13:16:43
Wdecker,AP10102,4,FLOOR,12/1/17 13:10:15
Wdecker,AO16102,4,FLOOR,12/1/17 13:08:30
Wdecker,AC14102,1,FLOOR,12/1/17 13:27:56
Wdecker,AD03203,3,4,12/1/17 13:29:48
Wdecker,AD06201,3,4,12/1/17 13:30:34
Wdecker,AD12201,4,4,12/1/17 13:31:37
Wdecker,FR02504,2,FLOOR,12/1/17 13:17:19
Wdecker,AB11503,2,2,12/1/17 13:19:24
Wdecker,AD15103,3,FLOOR,12/1/17 13:32:15
Wdecker,AE18401,2,5,12/1/17 13:32:55
HARREDONDO,AD17101,1,FLOOR,12/1/17 13:33:17
HARREDONDO,AD17101,1,FLOOR,12/1/17 13:33:33
HARREDONDO,AA06403,2,1,12/1/17 13:34:44
HARREDONDO,AC11401,10,3,12/1/17 13:37:15
HARREDONDO,AC08403,5,3,12/1/17 13:40:19
HARREDONDO,AD16101,1,FLOOR,12/1/17 13:41:52
HARREDONDO,AD16101,1,FLOOR,12/1/17 13:41:58
HARREDONDO,AD16101,1,FLOOR,12/1/17 13:42:04
HARREDONDO,AE03101,1,FLOOR,12/1/17 13:19:20
HARREDONDO,AE03101,1,FLOOR,12/1/17 13:19:06
HARREDONDO,AE02101,1,FLOOR,12/1/17 13:20:00
HARREDONDO,AE04101,1,FLOOR,12/1/17 13:20:15
HARREDONDO,AE07102,1,FLOOR,12/1/17 13:20:53
HARREDONDO,AE07102,1,FLOOR,12/1/17 13:17:53
HARREDONDO,AA08102,1,FLOOR,12/1/17 13:21:58
HARREDONDO,AA08102,4,FLOOR,12/1/17 13:21:47
HARREDONDO,AJ15203,1,10,12/1/17 13:22:51
HARREDONDO,AJ13203,1,10,12/1/17 13:23:23
HARREDONDO,AA08102,1,FLOOR,12/1/17 13:31:47
HARREDONDO,AA07403,1,1,12/1/17 13:31:14
HARREDONDO,AH07102,1,FLOOR,12/1/17 13:29:54
HARREDONDO,AH08203,1,8,12/1/17 13:28:34
HARREDONDO,AH10202,2,8,12/1/17 13:29:17
HARREDONDO,AH11202,1,8,12/1/17 13:27:59
HARREDONDO,AJ15303,1,10,12/1/17 13:26:50
HARREDONDO,AP14101,1,FLOOR,12/1/17 13:25:04
HARREDONDO,AP08102,1,FLOOR,12/1/17 13:25:43
Agage,AV08102,2,FLOOR,12/1/17 12:50:47
Agage,AV06201,1,FLOOR,12/1/17 12:51:28
Agage,AC10101,1,FLOOR,12/1/17 12:52:49
Agage,AC05102,1,FLOOR,12/1/17 12:54:35
Agage,AU01202,1,FLOOR,12/1/17 12:55:52
Agage,AD16101,1,FLOOR,12/1/17 12:57:59
rbarr,AH12303,2,8,12/1/17 13:04:31
rbarr,AX14102,1,FLOOR,12/1/17 13:07:18
rbarr,AF12202,4,6,12/1/17 13:02:54
rbarr,AW02303,1,23,12/1/17 13:08:48
rbarr,ARSTAG,1,VI,12/1/17 13:07:31
rbarr,AA02401,1,1,12/1/17 13:10:17
NOtt,AW08402,1,23,12/1/17 13:04:19
Mcuevas,AC02102,2,FLOOR,12/1/17 13:04:23
Mcuevas,AC06101,1,FLOOR,12/1/17 13:05:41
Mcuevas,AC02102,2,FLOOR,12/1/17 13:04:53
Mcuevas,AC13101,3,FLOOR,12/1/17 13:10:39
Mcuevas,AC06101,1,FLOOR,12/1/17 13:06:10
Mcuevas,AU12102,8,FLOOR,12/1/17 13:12:07
Mcuevas,AV01212,3,FLOOR,12/1/17 13:13:22
Mcuevas,AB17102,1,FLOOR,12/1/17 13:25:59
Mcuevas,AB15402,1,2,12/1/17 13:28:15
Mcuevas,ARSTAG,1,VI,12/1/17 13:32:04
Mcuevas,AW08402,1,23,12/1/17 13:31:43
Mcuevas,AH01202,1,8,12/1/17 13:20:27
Mcuevas,AI13202,1,9,12/1/17 13:18:07
Mcuevas,AV05203,5,FLOOR,12/1/17 13:15:05
Mcuevas,AL33101,1,FLOOR,12/1/17 13:17:07
Mcuevas,AE15201,5,5,12/1/17 13:38:20
Mcuevas,AC14201,2,3,12/1/17 13:39:15
Mcuevas,AW16203,1,23,12/1/17 13:32:55
Mcuevas,AL04501,2,12,12/1/17 13:34:59
Mcuevas,AG15503,3,7,12/1/17 13:36:59
HARREDONDO,AE15301,1,5,12/1/17 13:12:49
HARREDONDO,AV29101,8,FLOOR,12/1/17 13:09:23
HARREDONDO,AV03218,1,FLOOR,12/1/17 13:11:03
javila2,AE05102,1,FLOOR,12/1/17 13:11:05
javila2,AC15102,1,FLOOR,12/1/17 13:09:07
javila2,AC04101,1,FLOOR,12/1/17 13:10:11
javila2,AC15102,1,FLOOR,12/1/17 13:08:43
javila2,AC16102,1,FLOOR,12/1/17 13:08:11
javila2,AE14102,1,FLOOR,12/1/17 13:11:57
javila2,AD16101,1,FLOOR,12/1/17 13:12:53
javila2,AD08101,1,FLOOR,12/1/17 13:15:18
javila2,AD08101,2,FLOOR,12/1/17 13:14:40
javila2,AI01101,3,FLOOR,12/1/17 13:04:53
javila2,AL22202,1,FLOOR,12/1/17 13:06:53
javila2,AD02102,1,FLOOR,12/1/17 13:17:42
javila2,AK05101,2,FLOOR,12/1/17 13:19:06
javila2,AK15103,2,FLOOR,12/1/17 13:21:18
javila2,FR05304,2,FLOOR,12/1/17 13:23:37
javila2,FR05401,1,FLOOR,12/1/17 13:23:21
javila2,FR05304,3,FLOOR,12/1/17 13:23:52
javila2,AF07103,1,FLOOR,12/1/17 13:31:12
javila2,AJ03102,1,FLOOR,12/1/17 13:28:57
javila2,AC10101,1,FLOOR,12/1/17 13:30:14
randerson,AC14102,2,FLOOR,12/1/17 13:30:21
randerson,AC03102,2,FLOOR,12/1/17 13:28:29
randerson,AC03102,1,FLOOR,12/1/17 13:28:48
randerson,AC08102,2,FLOOR,12/1/17 13:31:17
randerson,AC14102,1,FLOOR,12/1/17 13:30:41
randerson,AC17102,2,FLOOR,12/1/17 13:26:21
randerson,AC16101,1,FLOOR,12/1/17 13:27:06
randerson,AC07101,2,FLOOR,12/1/17 13:25:34
randerson,AC04101,2,FLOOR,12/1/17 13:25:08
randerson,AA08102,8,FLOOR,12/1/17 13:24:16
randerson,AC06103,2,FLOOR,12/1/17 13:23:23
randerson,AC06103,1,FLOOR,12/1/17 13:23:10
randerson,AC11103,1,FLOOR,12/1/17 13:22:13
randerson,AC16102,1,FLOOR,12/1/17 13:36:08
randerson,AC07102,2,FLOOR,12/1/17 13:34:52
randerson,AC10102,1,FLOOR,12/1/17 13:35:21
randerson,AC02102,2,FLOOR,12/1/17 13:32:16
randerson,AC02102,2,FLOOR,12/1/17 13:33:22
randerson,AC02102,3,FLOOR,12/1/17 13:32:51
randerson,AC05102,4,FLOOR,12/1/17 13:34:12
randerson,AJ11103,1,FLOOR,12/1/17 13:39:00
randerson,AB13101,1,FLOOR,12/1/17 13:37:17
randerson,AB18102,1,FLOOR,12/1/17 13:36:52
randerson,AP05101,1,FLOOR,12/1/17 13:42:31
randerson,AC07102,1,FLOOR,12/1/17 13:04:23
randerson,AC18101,1,FLOOR,12/1/17 13:13:48
randerson,AC18101,1,FLOOR,12/1/17 13:12:25
randerson,AC18101,1,FLOOR,12/1/17 13:13:34
randerson,AC18101,1,FLOOR,12/1/17 13:13:20
randerson,AC07102,1,FLOOR,12/1/17 13:08:56
randerson,AC07102,1,FLOOR,12/1/17 13:09:05
randerson,AC07102,2,FLOOR,12/1/17 13:09:22
Cfarmer,AC13101,1,FLOOR,12/1/17 13:11:11
Cfarmer,AC14102,2,FLOOR,12/1/17 13:11:30
Cfarmer,AD12102,1,FLOOR,12/1/17 13:08:19
Cfarmer,AD12102,1,FLOOR,12/1/17 13:08:29
Cfarmer,AD12102,3,FLOOR,12/1/17 13:07:37
Cfarmer,AD12102,1,FLOOR,12/1/17 13:07:46
Cfarmer,AD12102,1,FLOOR,12/1/17 13:07:26
Cfarmer,AD12102,1,FLOOR,12/1/17 13:07:56
Cfarmer,AD12102,2,FLOOR,12/1/17 13:08:07
Cfarmer,AD01101,1,FLOOR,12/1/17 13:12:58
Cfarmer,AC03102,4,FLOOR,12/1/17 13:16:08
Cfarmer,AD11102,2,FLOOR,12/1/17 13:04:26
